circuit,seed,n_hblock_nodes,n_distinct_netcounts,netcount_min,netcount_max,n_entries_changed_by_permutation,permutation_is_noop,source
custom_macbuf,7,4,2,0.18000000715255737,0.39500001072883606,0,True,"FPGAEnv obs node_features[:,3] (graph_reduction.py:29,138-148); perm = numpy.default_rng([seed, circuit_index]).permutation(n_hblocks)"
custom_macbuf,42,4,2,0.18000000715255737,0.39500001072883606,2,False,"FPGAEnv obs node_features[:,3] (graph_reduction.py:29,138-148); perm = numpy.default_rng([seed, circuit_index]).permutation(n_hblocks)"
custom_macbuf,123,4,2,0.18000000715255737,0.39500001072883606,2,False,"FPGAEnv obs node_features[:,3] (graph_reduction.py:29,138-148); perm = numpy.default_rng([seed, circuit_index]).permutation(n_hblocks)"
mkDelayWorker32B,7,43,11,0.07500000298023224,0.4000000059604645,39,False,"FPGAEnv obs node_features[:,3] (graph_reduction.py:29,138-148); perm = numpy.default_rng([seed, circuit_index]).permutation(n_hblocks)"
mkDelayWorker32B,42,43,11,0.07500000298023224,0.4000000059604645,39,False,"FPGAEnv obs node_features[:,3] (graph_reduction.py:29,138-148); perm = numpy.default_rng([seed, circuit_index]).permutation(n_hblocks)"
mkDelayWorker32B,123,43,11,0.07500000298023224,0.4000000059604645,34,False,"FPGAEnv obs node_features[:,3] (graph_reduction.py:29,138-148); perm = numpy.default_rng([seed, circuit_index]).permutation(n_hblocks)"
lightweight_cipher,7,3,2,0.1850000023841858,0.39500001072883606,2,False,"FPGAEnv obs node_features[:,3] (graph_reduction.py:29,138-148); perm = numpy.default_rng([seed, circuit_index]).permutation(n_hblocks)"
lightweight_cipher,42,3,2,0.1850000023841858,0.39500001072883606,0,True,"FPGAEnv obs node_features[:,3] (graph_reduction.py:29,138-148); perm = numpy.default_rng([seed, circuit_index]).permutation(n_hblocks)"
lightweight_cipher,123,3,2,0.1850000023841858,0.39500001072883606,2,False,"FPGAEnv obs node_features[:,3] (graph_reduction.py:29,138-148); perm = numpy.default_rng([seed, circuit_index]).permutation(n_hblocks)"
reduction_layer,7,32,1,0.44999998807907104,0.44999998807907104,0,True,"FPGAEnv obs node_features[:,3] (graph_reduction.py:29,138-148); perm = numpy.default_rng([seed, circuit_index]).permutation(n_hblocks)"
reduction_layer,42,32,1,0.44999998807907104,0.44999998807907104,0,True,"FPGAEnv obs node_features[:,3] (graph_reduction.py:29,138-148); perm = numpy.default_rng([seed, circuit_index]).permutation(n_hblocks)"
reduction_layer,123,32,1,0.44999998807907104,0.44999998807907104,0,True,"FPGAEnv obs node_features[:,3] (graph_reduction.py:29,138-148); perm = numpy.default_rng([seed, circuit_index]).permutation(n_hblocks)"
arm_core,7,24,2,0.2750000059604645,0.7049999833106995,12,False,"FPGAEnv obs node_features[:,3] (graph_reduction.py:29,138-148); perm = numpy.default_rng([seed, circuit_index]).permutation(n_hblocks)"
arm_core,42,24,2,0.2750000059604645,0.7049999833106995,12,False,"FPGAEnv obs node_features[:,3] (graph_reduction.py:29,138-148); perm = numpy.default_rng([seed, circuit_index]).permutation(n_hblocks)"
arm_core,123,24,2,0.2750000059604645,0.7049999833106995,14,False,"FPGAEnv obs node_features[:,3] (graph_reduction.py:29,138-148); perm = numpy.default_rng([seed, circuit_index]).permutation(n_hblocks)"
softmax,7,8,1,0.23000000417232513,0.23000000417232513,0,True,"FPGAEnv obs node_features[:,3] (graph_reduction.py:29,138-148); perm = numpy.default_rng([seed, circuit_index]).permutation(n_hblocks)"
softmax,42,8,1,0.23000000417232513,0.23000000417232513,0,True,"FPGAEnv obs node_features[:,3] (graph_reduction.py:29,138-148); perm = numpy.default_rng([seed, circuit_index]).permutation(n_hblocks)"
softmax,123,8,1,0.23000000417232513,0.23000000417232513,0,True,"FPGAEnv obs node_features[:,3] (graph_reduction.py:29,138-148); perm = numpy.default_rng([seed, circuit_index]).permutation(n_hblocks)"
